City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
176,Anori,BR,2022-01-28 02:54:50,-3.7728,-61.6442,73.6,98,100,1.57
177,Provideniya,RU,2022-01-28 02:54:50,64.3833,-173.3,-1.64,71,0,0.0
178,Rio Gallegos,AR,2022-01-28 02:54:50,-51.6226,-69.2181,59.05,58,0,4.61
179,Yeppoon,AU,2022-01-28 02:54:51,-23.1333,150.7333,87.58,55,68,15.86
180,Scarborough,GB,2022-01-28 02:54:51,54.2797,-0.4044,38.91,84,100,7.07
181,Porto Novo,BJ,2022-01-28 02:54:51,6.4965,2.6036,80.42,88,66,3.24
182,Grand Gaube,MU,2022-01-28 02:54:51,-20.0064,57.6608,77.38,69,0,4.0
183,Ponta Do Sol,PT,2022-01-28 02:54:52,32.6667,-17.1,58.01,78,79,3.98
184,Belinskiy,RU,2022-01-28 02:54:52,52.9647,43.4165,6.76,99,99,3.69
185,Villarrica,PY,2022-01-28 02:54:52,-25.75,-56.4333,72.45,90,90,8.25
186,Vostok,RU,2022-01-28 02:54:52,46.4856,135.8833,4.35,85,100,10.38
187,Jiexiu,CN,2022-01-28 02:55:53,37.0244,111.9125,32.88,65,100,3.29
188,Richards Bay,ZA,2022-01-28 02:55:09,-28.783,32.0377,76.42,84,60,15.61
189,La Ronge,CA,2022-01-28 02:55:53,55.1001,-105.2842,7.05,78,100,2.3
190,Jaragua,BR,2022-01-28 02:55:53,-15.7569,-49.3344,71.82,95,67,1.81
191,Fortuna,US,2022-01-28 02:55:39,40.5982,-124.1573,47.32,90,0,0.0
192,Belmonte,BR,2022-01-28 02:55:53,-15.8631,-38.8828,75.7,87,97,5.32
193,Katsuura,JP,2022-01-28 02:55:54,35.1333,140.3,46.44,95,100,9.84
194,Ambilobe,MG,2022-01-28 02:55:28,-13.2,49.05,73.15,92,98,2.1
195,Vanavara,RU,2022-01-28 02:55:54,60.34,102.2797,-11.42,98,90,2.73
196,Katangli,RU,2022-01-28 02:55:54,51.7102,143.2326,1.44,77,25,7.11
197,Vila,PT,2022-01-28 02:55:55,42.0304,-8.1588,39.33,79,0,5.08
198,Hirado,JP,2022-01-28 02:55:55,33.3597,129.5531,54.39,53,27,10.02
199,Rozkishne,UA,2022-01-28 02:55:55,48.5074,39.3004,5.52,97,51,4.79
200,Xai-Xai,MZ,2022-01-28 02:55:07,-25.0519,33.6442,72.34,95,35,6.98
201,Warmbad,NA,2022-01-28 02:55:55,-28.45,18.7333,75.18,28,10,11.14
202,Matara,LK,2022-01-28 02:55:56,5.9485,80.5353,79.21,67,17,4.56
203,Faya,SA,2022-01-28 02:55:56,18.3851,42.4509,50.11,82,17,2.93
204,Severo-Yeniseyskiy,RU,2022-01-28 02:55:56,60.3725,93.0408,-12.23,100,92,4.03
205,Malartic,CA,2022-01-28 02:55:56,48.1335,-78.1328,-2.09,83,100,7.63
206,Sardarshahr,IN,2022-01-28 02:55:57,28.4333,74.4833,54.61,33,0,0.47
207,Victoria,HK,2022-01-28 02:51:07,22.2855,114.1577,69.19,89,100,11.01
208,Derzhavinsk,KZ,2022-01-28 02:55:57,51.1,66.3167,8.51,83,100,7.36
209,Luderitz,NA,2022-01-28 02:54:45,-26.6481,15.1594,65.97,75,0,24.25
210,Upernavik,GL,2022-01-28 02:55:57,72.7868,-56.1549,2.8,90,100,16.6
211,Mangan,IN,2022-01-28 02:55:57,27.5167,88.5333,54.32,30,0,1.9
212,Mar Del Plata,AR,2022-01-28 02:55:28,-38.0023,-57.5575,61.88,75,0,1.01
213,Pueblo Nuevo,MX,2022-01-28 02:55:58,23.3833,-105.3833,47.44,58,100,4.76
214,Broome,US,2022-01-28 02:55:58,42.2506,-75.833,27.46,62,100,3.0
215,Waddan,LY,2022-01-28 02:55:58,29.1614,16.139,42.42,63,2,1.52
216,Palu,ID,2022-01-28 02:55:58,-0.8917,119.8707,82.44,79,100,0.54
217,Champerico,GT,2022-01-28 02:55:59,14.3,-91.9167,80.76,66,3,3.76
218,Kaohsiung,TW,2022-01-28 02:55:59,22.6163,120.3133,73.35,79,75,1.99
219,Uyuni,BO,2022-01-28 02:55:59,-20.4597,-66.825,50.59,72,93,8.19
220,Ankara,TR,2022-01-28 02:55:27,39.9199,32.8543,22.12,98,76,1.83
221,North Bend,US,2022-01-28 02:55:59,43.4065,-124.2243,46.85,94,0,0.0
222,Sao Filipe,CV,2022-01-28 02:53:00,14.8961,-24.4956,71.46,72,95,13.47
223,Roald,NO,2022-01-28 02:56:00,62.5833,6.1333,37.54,60,100,10.36
224,Chunan,CN,2022-01-28 02:56:00,24.5277,110.548,46.18,83,97,4.81
225,Lar,IN,2022-01-28 02:56:00,26.2039,83.9717,53.92,74,8,7.94
226,Biltine,TD,2022-01-28 02:56:00,14.5333,20.9167,58.73,20,46,13.91
227,Jamestown,US,2022-01-28 02:56:01,42.097,-79.2353,26.1,51,100,7.0
228,Buta,CD,2022-01-28 02:56:01,2.7858,24.73,66.4,53,84,0.87
229,Mindelo,CV,2022-01-28 02:56:01,16.8901,-24.9804,69.35,60,75,26.46
230,Kalmunai,LK,2022-01-28 02:56:02,7.4167,81.8167,76.66,79,92,9.26
231,Scottsbluff,US,2022-01-28 02:55:29,41.8666,-103.6672,29.79,67,33,1.99
232,Severo-Kurilsk,RU,2022-01-28 02:57:02,50.6789,156.125,24.26,75,95,37.02
233,Kaitangata,NZ,2022-01-28 02:57:02,-46.2817,169.8464,60.93,69,74,7.85
234,Parana,AR,2022-01-28 02:57:02,-31.732,-60.5238,68.58,67,91,8.93
235,Morros,BR,2022-01-28 02:57:03,-9.4467,-46.3003,69.66,89,99,0.78
236,Malanje,AO,2022-01-28 02:57:03,-9.5402,16.341,62.46,98,100,3.36
237,Vila Velha,BR,2022-01-28 02:53:45,-20.3297,-40.2925,78.75,84,75,5.01
238,Mago,RU,2022-01-28 02:57:03,53.2514,140.1822,-6.07,83,50,3.36
239,Mansa,IN,2022-01-28 02:57:04,29.9833,75.3833,46.42,61,0,4.85
240,Nampula,MZ,2022-01-28 02:55:12,-15.1165,39.2666,69.75,100,0,4.61
241,San Juan,AR,2022-01-28 02:57:04,-31.5375,-68.5364,70.84,68,12,6.4
242,Husavik,IS,2022-01-28 02:57:04,66.0449,-17.3389,37.31,78,100,15.35
243,Beckley,US,2022-01-28 02:54:25,37.7782,-81.1882,32.49,52,100,3.11
244,Saskylakh,RU,2022-01-28 02:57:04,71.9167,114.0833,3.09,89,86,13.02
245,Codajas,BR,2022-01-28 02:57:05,-3.8367,-62.0569,73.36,98,91,2.51
246,Progreso,MX,2022-01-28 02:57:05,21.2833,-89.6667,75.11,75,13,10.04
247,Narasannapeta,IN,2022-01-28 02:57:05,18.4167,84.05,68.5,56,9,7.09
248,Port Blair,IN,2022-01-28 02:57:06,11.6667,92.75,82.44,74,20,4.61
249,Odweyne,SO,2022-01-28 02:57:06,9.4092,45.064,59.49,19,89,11.41
250,Nizhniy Tsasuchey,RU,2022-01-28 02:57:06,50.5167,115.1333,0.01,79,20,8.75
251,Bud,US,2022-01-28 02:57:06,39.447,-86.1758,30.9,83,100,5.7
252,Macapa,BR,2022-01-28 02:57:07,0.0389,-51.0664,76.98,94,100,3.44
253,Shagonar,RU,2022-01-28 02:57:07,51.5333,92.8,-8.68,98,98,0.89
254,Halifax,CA,2022-01-28 02:55:30,44.6453,-63.5724,20.21,81,85,1.01
255,Honningsvag,NO,2022-01-28 02:57:07,70.9821,25.9704,30.36,61,100,17.22
256,Port Keats,AU,2022-01-28 02:57:07,-14.25,129.55,82.62,83,100,15.9
257,Geraldton,AU,2022-01-28 02:57:08,-28.7667,114.6,95.41,26,0,12.66
258,Verkhnevilyuysk,RU,2022-01-28 02:57:08,63.4453,120.3167,-6.23,92,26,7.11
259,Discovery Bay,US,2022-01-28 02:53:40,37.9085,-121.6002,59.85,58,0,2.91
260,Chinsali,ZM,2022-01-28 02:57:09,-10.5414,32.0816,62.92,97,100,3.0
261,Cabo San Lucas,MX,2022-01-28 02:56:52,22.8909,-109.9124,70.52,70,10,4.68
262,Qaqortoq,GL,2022-01-28 02:53:10,60.7167,-46.0333,-0.67,89,6,5.86
263,Padang,ID,2022-01-28 02:57:09,-0.9492,100.3543,86.05,66,85,1.07
264,Codrington,AU,2022-01-28 02:56:16,-38.2667,141.9667,71.06,71,81,11.36
265,Miami Beach,US,2022-01-28 02:57:09,25.7906,-80.1301,72.01,91,95,1.01
266,Slonim,BY,2022-01-28 02:57:09,53.0867,25.3219,33.6,97,100,17.31
267,Bella Union,UY,2022-01-28 02:57:10,-30.2752,-57.6007,69.44,53,87,11.79
268,Malakal,SS,2022-01-28 02:57:10,9.5334,31.6605,69.28,20,16,10.74
269,Itaituba,BR,2022-01-28 02:57:10,-4.2761,-55.9836,75.36,100,40,0.0
270,Ribeira Grande,PT,2022-01-28 02:57:11,38.5167,-28.7,59.86,73,7,6.53
271,Praia Da Vitoria,PT,2022-01-28 02:57:11,38.7333,-27.0667,55.76,100,40,15.57
272,Thompson,CA,2022-01-28 02:57:11,55.7435,-97.8558,-3.84,71,100,10.36
273,Airai,TL,2022-01-28 02:57:11,-8.9266,125.4092,74.32,56,74,4.97
274,Port Antonio,JM,2022-01-28 02:57:12,18.18,-76.4612,78.71,85,15,3.49
275,Jacareacanga,BR,2022-01-28 02:57:12,-6.2222,-57.7528,71.98,99,88,2.06
276,Korla,CN,2022-01-28 02:57:12,41.7597,86.1469,23.41,56,0,3.04
277,Olafsvik,IS,2022-01-28 02:57:12,64.8945,-23.7142,36.48,98,100,18.14
278,Tuatapere,NZ,2022-01-28 02:57:13,-46.1333,167.6833,68.83,43,100,7.45
279,Gat,IL,2022-01-28 02:57:13,31.61,34.7642,47.39,100,100,12.12
280,Kousseri,CM,2022-01-28 02:58:13,12.0769,15.0306,62.56,25,3,11.5
281,Leningradskiy,RU,2022-01-28 02:58:13,69.3833,178.4167,-16.64,95,40,2.48
